,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
1069,-1,50.647,1.323,3.428,0.05,8.623,0.089,14.556,20.849,0.415,0.114355027433082,0.00226228546691058,1,6
1070,1,49.951,2.072,3.534,0.039,5.927,0.109,13.479,23.285,0.599,0.126853390760871,0.0289069809660797,0,4
1071,1,52.059,0.76,4.181,0.298,7.809,0.087,16.947,17.843,0.559,0.10225477082289,0.0116820997117802,1,2
1072,1,50.67,1.124,3.846,0.216,6.924,0.164,14.763,21.384,0.417,0.11568879167616,0.00958716120916403,1,6
1073,1,50.875,1.586,3.415,0.052,6.054,0.05,14.03,23.576,0.535,0.116413325908213,0.0201801019854616,1,0
1074,1,50.698,1.608,3.472,0.252,6.401,0.072,14.155,22.909,0.246,0.117090924319487,0.0259648672906783,1,4
1075,1,49.622,1.144,4.587,0.384,7.506,0.086,14.297,21.559,0.38,0.147129965940735,0.0162147058040823,0,4
1076,-1,51.622,0.973,3.317,0.07,7.692,0.158,14.137,20.619,0.429,0.0740634040628507,0.0066182054898557,1,6
1077,-1,49.539,1.718,4.661,0.159,7.721,0.105,13.397,21.957,0.358,0.147844164433219,0.00352609308885755,0,4
1078,1,48.725,1.877,4.58,0.417,8.073,0.152,13.989,20.931,0.397,0.166018710029641,0.00261747457501299,0,4
1079,1,51.564,0.941,2.815,0.28,6.227,0.09,16.471,21.134,0.179,0.0961542022981889,0.00837541317197644,1,3
1080,1,51.363,1.428,2.796,0.228,7.086,0.156,14.891,21.808,0.259,0.0977084438736175,0.0288555309288737,1,6
1081,1,50.665,1.004,3.132,0.097,7.299,0.138,15.079,21.266,0.276,0.102963740414231,0.0233145275035261,1,6
1082,1,49.92,1.253,4.045,0.19,7.888,0.086,14.5,21.415,0.41,0.136451863995003,0.00501376855396602,0,4
1083,1,51.77,1.18,2.299,0.023,8.078,0.116,13.733,21.963,0.407,0.0665661055965081,0.020394922425952,1,6
1084,1,51.794,1.097,2.301,0.134,7.293,0.11,14.303,21.811,0.387,0.0664426919337,0.0326102816010894,1,6
1085,1,51.662,0.666,3.101,0.544,8.369,0.145,18.635,15.895,0.386,0.0954992357933175,0.00159901269393512,1,2
1086,1,49.801,1.901,3.461,0.102,7.632,0.087,13.999,21.579,0.289,0.125712076589579,0.00557648990590068,0,4
1087,1,49.666,1.82,3.734,0.11,5.883,0.086,13.804,23.168,0.525,0.134217358480857,0.039261023376263,0,4
1088,1,54.16,0.48,1.55,0.33,4.66,0.079,17.05,21.98,0.19,0.0342440366290306,0.038,1,5
1089,1,51.721,0.85,2.874,0.149,7.922,0.123,15.69,19.722,0.387,0.0799421079007212,0.00737084051611555,1,2
1090,1,48.057,2.739,5.849,0.097,6.936,0.08,12.321,22.966,0.581,0.198886094353599,0.0339650916784203,0,7
1091,1,51.305,0.954,3.281,0.616,6.006,0.107,15.185,21.987,0.341,0.102654900211958,0.0458512138763017,1,6
1092,-1,51.096,0.892,3.813,0.505,7.484,0.193,16.13,18.779,0.361,0.105327355394432,0.00987306064880113,1,2
1093,1,52.644,1.465,1.679,0.001,5.903,0.139,14.173,23.905,0.614,0.0604539606067711,0.0234561844606611,1,0
1094,1,48.744,2.694,4.241,0.009,6.348,0.081,13.012,24.11,0.445,0.173098467376847,0.0259648672906783,0,1
1095,1,50.395,1.744,3.335,0.254,7.19,0.059,13.722,22.168,0.469,0.114666656862522,0.0240902679830748,0,4
1096,1,51.518,1.233,2.689,0.452,6.458,0.181,14.835,21.644,0.226,0.0835924218927813,0.0229098230128759,1,6
1097,1,52.673,1.539,1.748,0.004,6.002,0.111,14.414,23.654,0.612,0.0652458458668499,0.0165573066781137,1,0
1098,1,51.385,1.206,3.163,0.4,6.627,0.124,14.648,21.902,0.374,0.0968747225841289,0.00372723370331759,1,6
1099,1,53.309,1.004,1.272,0.797,3.645,0.06,16.454,23.357,0.329,0.0536527572035321,0.00248979288842699,1,5
1100,1,48.331,1.666,4.588,0.638,7.436,0.105,13.545,22.442,0.432,0.176185136040828,0.0177961575855505,0,1
1101,1,49.431,1.603,5.215,0.419,7.2,0.149,14.03,21.429,0.466,0.163112023739912,0.00768145817511121,0,4
1102,1,49.181,1.767,5.53,0.301,6.361,0.077,14.58,21.754,0.32,0.177222546339416,0.00411713924420019,0,4
1103,-1,50.982,1.011,3.774,0.328,7.284,0.114,15.617,19.668,0.345,0.105507198335755,0.0097071268563843,1,2
1104,-1,51.185,1.141,3.338,0.1,7.15,0.106,14.413,21.547,0.416,0.0943276191029385,0.00150537051101226,1,6
1105,1,50.806,0.726,4.102,0.336,7.506,0.171,15.371,19.5,0.405,0.10629853461008,0.00879812386810325,1,2
1106,1,51.004,1.12,3.561,0.653,5.252,0.08,15.44,22.121,0.229,0.11282772381944,0.0051866814426758,1,6
1107,-1,51.38,0.484,2.996,0.924,4.577,0.117,16.653,22.324,0.21955,0.10464540461931,0.0174514484105457,1,5
1108,1,47.046,2.787,6.003,0.202,6.197,0.045,12.143,23.763,0.606,0.219202825894477,0.017771509167842,0,7
1109,1,49.032,2.109,4.708,0.203,6.313,0.093,13.188,23.731,0.517,0.170420943806514,0.0299109965468606,0,1
1110,1,50.31,1.229,4.307,0.478,7.245,0.1,14.122,21.868,0.447,0.133711423578933,0.01676808382027,0,4
1111,-1,51.419,1.244,3.34,0.073,7.695,0.135,14.591,20.97,0.342,0.0935211711372106,0.00220380818053597,1,6
1112,-1,50.54,0.56,3.517,1.377,4.4,0.096,16.865,22.154,0.21955,0.133940462565236,0.0159379407616361,1,5
1113,1,48.493,2.461,4.971,0.015,7.354,0.085,12.547,22.622,0.398,0.170829343794936,0.0210118983038588,0,1
1114,1,52.251,0.935,2.328,0.34,7.836,0.162,15.058,20.76,0.306,0.0659989668948417,0.012884711023423,1,3
1115,1,51.338,2.052,2.801,0.021,6.158,0.077,13.83,23.655,0.508,0.103536666591889,0.001,1,0
1116,1,48.343,2.246,4.923,0.05,7.335,0.112,12.781,22.744,0.453,0.174953804431679,0.0443523034309311,0,1
1117,-1,51.108,1.385,4.369,0.124,7.473,0.123,14.571,21.031,0.368,0.120671529874704,0.00274374118476728,1,6
1118,-1,51.715,0.881,2.753,0.412,6.121,0.105,15.506,22.167,0.319,0.0905442608237539,1e-07,1,6
1119,1,51.192,1.168,2.722,0.165,7.004,0.162,16.412,21.002,0.266,0.108285852174631,0.00312368671022711,1,6
1120,1,49.564,1.627,4.347,0.496,6.786,0.09,14.199,22.488,0.357,0.155516065178052,0.00221779096347454,0,4
1121,1,51.927,1.009,2.339,0.471,7.292,0.149,15.743,20.945,0.253,0.0820166952867836,0.00944867015917792,1,3
1122,1,52.575,1.29,1.344,0.04,5.703,0.049,14.379,23.664,0.76,0.0509642659383629,0.0261938343743703,1,0
1123,-1,50.869,1.454,4.463,0.16,7.023,0.096,14.563,20.995,0.482,0.123443004473057,1e-07,1,6
1124,-1,51.487,0.975,4.391,0.258,7.852,0.136,15.808,18.572,0.624,0.107951589469311,0.00165361606925733,1,2
1125,1,47.782,2.808,5.577,0.064,7.036,0.141,12.349,22.504,0.396,0.192685810198638,0.0104714279608497,0,7
1126,-1,50.557,0.9,4.948,0.124,7.734,0.146,15.299,18.883,0.586,0.122816139513413,0.0053737658674189,1,2
1127,-1,51.867,1.318,3.292,0.082,7.08,0.114,14.864,21.755,0.375,0.0965450955516371,1e-07,1,6
1128,1,48.144,2.427,5.452,0.441,7.859,0.16,13.28,21.339,0.437,0.194184972628117,0.0197337799717913,0,1
1129,1,49.007,2.145,3.974,0.063,6.515,0.076,13.381,23.837,0.432,0.159684087351947,0.020236708162139,0,1
1130,-1,51.557,0.691,3.381,0.622,7.05,0.117,16.349,19.139,0.289,0.0908046157678619,0.00453354825710256,1,2
1131,1,51.641,1.602,2.292,0.056,5.669,0.08,14.324,24.267,0.541,0.0932832291892483,0.0241789240378803,1,0
1132,1,50.434,1.459,4.017,0.139,7.41,0.138,13.394,22.249,0.459,0.119486479003255,0.026657263751763,0,4
1133,1,49.207,1.601,5.019,0.13,5.767,0.063,14.549,22.162,0.29,0.159770875376269,0.00162371987490035,0,4
1134,1,47.328,2.896,6.271,0.432,7.202,0.069,12.195,22.645,0.428,0.220219249622527,0.0279348734029879,0,7
1135,-1,52.082,0.961,2.606,0.186,6.698,0.09,15.043,21.697,0.372,0.0728684566344646,0.0026302748446613,1,6
1136,1,51.689,0.691,2.966,0.43,7.093,0.074,17.082,18.549,0.386,0.0841301318164163,0.0160627102093957,1,2
1137,-1,50.908,1.848,3.443,0.161,7.149,0.125,14.262,22.298,0.393,0.12094011588172,0.00376809442506124,1,6
1138,1,49.358,1.559,4.915,0.709,6.809,0.086,13.909,21.868,0.385,0.159347820669383,0.019343898618622,0,4
1139,1,51.598,0.95,2.319,0.366,7.44,0.196,15.2,20.758,0.252,0.0733672878252347,0.00722443287027917,1,6
1140,1,52.275,1.146,1.994,0.021,5.749,0.085,14.47,23.695,0.56,0.0666185375211841,0.0151118275236752,1,0
1141,1,50.446,1.128,3.545,0.126,6.734,0.114,15.629,20.802,0.255,0.11492957398478,0.00525599435825106,1,6
1142,1,48.353,2.428,5.306,0.041,7.241,0.074,12.688,23.05,0.46,0.186294522156589,0.0274817152080031,0,1
1143,1,49.824,2.051,3.979,0.001,7.444,0.098,13.228,22.506,0.442,0.135561156628586,0.0255846754354315,0,1
1144,-1,51.95,1.045,3.357,0.078,7.408,0.077,15.065,20.852,0.449,0.0877535488627879,0.00245504231311707,1,6
1145,1,48.609,2.306,4.495,0.017,6.668,0.097,12.812,23.96,0.553,0.17321915496323,0.0137231731025807,0,1
1146,1,49.874,2.006,3.829,0.101,7.024,0.092,13.301,22.404,0.469,0.128644266304235,0.0203428447434089,0,4
1147,1,48.568,2.546,5.645,0.045,7.078,0.132,12.043,22.854,0.606,0.179759240326344,0.049654442877292,0,1
1148,1,52.178,1.382,1.517,0.006,5.46,0.064,14.384,23.316,0.675,0.0534487167844973,0.00846262341325811,1,0
1149,-1,51.564,1.1,3.181,0.176,6.681,0.112,15.072,21.781,0.323,0.0955111866668701,0.00302829171160707,1,6
1150,1,50.853,1.235,3.57,0.95,6.616,0.136,13.794,21.955,0.315,0.105312958322382,0.0193345039002907,1,4
1151,1,51.785,1.141,2.254,0.212,6.78,0.171,16.037,21.145,0.261,0.0844127256261702,0.018336594021566,1,3
1152,1,51.029,1.279,3.46,0.551,6.837,0.099,14.128,22.308,0.466,0.110016562815593,0.028715959639796,1,6
1153,-1,50.62,1.126,4.79,0.13,8.069,0.15,15.393,18.173,0.634,0.11950081295374,0.00602294819502154,1,2
1154,-1,52.19,0.716,2.915,0.171,6.877,0.092,15.503,20.504,0.433,0.0687127821663138,0.00035858573784992,1,3
1155,1,51.02,1.976,2.63,0.001,5.992,0.1,13.606,23.483,0.567,0.0961603573114422,0.0181341930284102,1,0
1156,1,50.997,1.01,2.81,0.407,8.105,0.002,15.812,19.544,0.313,0.0942367541061033,0.0120273586181579,1,2
1157,1,47.381,2.919,6.123,0.41,7.21,0.045,12.208,22.871,0.431,0.219305849335126,0.0351759647900488,0,7
1158,1,47.81,2.514,5.709,0.285,7.459,0.108,12.613,21.938,0.435,0.194728034003615,0.0433205722345356,0,7
1159,1,51.355,1.209,3.64,0.098,8.325,0.172,15.448,19.937,0.309,0.10817733962311,0.00595056046321728,1,2
1160,1,50.2076666666667,1.42166666666667,4.21133333333333,0.467666666666667,6.47233333333333,0.109666666666667,14.3976666666667,22.4836666666667,0.336,0.1400690167406,0.0512549492752392,0,4
1161,-1,51.959,1.237,2.861,0.096,6.991,0.091,15.01,21.726,0.357,0.0863802299326957,0.00117028170624786,1,6
1162,1,51.532,1.196,2.532,0.212,7.017,0.117,15.311,21.035,0.258,0.0817684327790456,0.020716068134968,1,6
1163,1,51.538,1.11,2.951,0.244,6.611,0.093,16.097,21.207,0.298,0.101314650700248,0.00380776972900434,1,6
1164,1,52.021,1.624,2.234,0.054,5.666,0.064,14.184,23.696,0.58,0.0778486912170935,0.0191091496428409,1,0
1165,1,50.714,1.325,4.148,0.212,6.793,0.049,14.067,22.315,0.432,0.122316854201724,0.0147696729382335,1,4
1166,1,50.999,1.02,3.752,0.192,6.958,0.109,14.844,20.837,0.399,0.101096285457793,0.00423131170662905,1,6
1167,1,50.36,1.745,3.177,0.115,7.366,0.122,13.627,22.255,0.634,0.113706049355676,0.0183659077171066,0,4
1168,-1,52.337,0.868,3.64,0.372,6.063,0.172,15.638,20.396,0.354,0.0806324233568283,1e-07,1,3
1169,1,53.076,0.646,2.355,0.288,5.494,0.064,16.493,21.325,0.195,0.0573657930585398,0.0503063469675599,1,3
1170,1,49.737,1.995,3.732,0.067,7.317,0.07,13.65,23.144,0.378,0.144968358359885,0.0476630514080055,0,1
1171,1,52.11,0.739,2.147,0.541,6.226,0.121,16.408,21.175,0.283,0.0764474006772984,0.0137884344146685,1,3
1172,1,50.633,2.026,1.661,0.001,7.129,0.101,13.474,22.844,0.813,0.0854768190971944,0.0192524682651622,1,0
1173,1,51.087,1.366,2.224,0.734,4.756,0.088,15.587,22.775,0.469,0.0987250833953563,0.00310324400564175,1,0
1174,1,49.172,1.7,5.212,0.322,5.991,0.053,14.346,21.784,0.353,0.163141076983491,0.00506977952639002,0,4
1175,1,52.452,0.881,2.722,0.224,7.514,0.176,16.083,20.017,0.303,0.0746120903387362,0.00721190603569865,1,3
1176,1,51.427,1.708,2.521,0.032,5.71,0.032,14.31,23.72,0.528,0.0957665428383787,0.0156120811244589,1,0
1177,1,51.472,1.168,3.087,0.123,7.257,0.158,14.882,20.774,0.39,0.0864690226811522,0.0101551480959097,1,6
1178,1,51.498,1.171,3.213,0.376,6.619,0.12,14.257,21.778,0.353,0.0863278866296757,0.00968768889784404,1,6
1179,1,49.751,1.592,3.642,0.001,7.537,0.154,13.761,22.16,0.445,0.128033930667159,0.00498289844851904,0,4
1180,-1,49.077,1.544,4.943,0.193,7.687,0.099,13.41,21.586,0.417,0.153726190342033,0.00346529838042897,0,4
1181,1,48.678,2.714,4.211,0.026,7.078,0.053,13.227,23.911,0.347,0.181340805051762,0.0196234745814681,0,1
1182,-1,52.24,0.613,2.829,0.447,6.893,0.109,16.429,19.351,0.294,0.0687673593108316,0.00818963556121753,1,2
1183,1,48.354,2.36,4.067,0.022,6.701,0.101,12.977,24.088,0.557,0.173686727743491,0.0197461212976023,0,1
1184,1,52.285,1.538,1.977,0.001,5.828,0.06,14.06,23.637,0.6,0.0659778578607673,0.019082386127935,1,0
1185,-1,51.108,0.808,3.915,0.387,7.132,0.048,15.658,20.164,0.299,0.107961150210741,0.00969106874744074,1,6
1186,1,50.815,1.729,2.571,0.001,5.799,0.052,14.003,23.978,0.558,0.103602855987109,0.0269265290421849,1,0
1187,1,49.57,1.903,4.042,0.146,6.996,0.061,13.665,22.96,0.386,0.148095734644118,0.0297586757389296,0,1
1188,1,50.803,1.212,2.609,0.141,6.872,0.145,15.143,22.017,0.264,0.10130582449778,0.0489397640097698,1,6
1189,1,51.556,0.94,3.686,0.383,7.246,0.162,15.847,19.462,0.379,0.096797837321142,0.00902954082432221,1,2
1190,1,50.995,1.488,3.063,0.441,5.691,0.107,13.866,23.387,0.658,0.10421180209528,0.0201491033649003,1,0
1191,1,47.907,2.604,4.458,0.017,6.733,0.067,13.159,24.001,0.474,0.194262922691516,0.0166868630683963,0,1
1192,1,48.876,2.452,4.108,0.001,7.299,0.124,12.693,22.982,0.382,0.154002268079413,0.0302236550473504,0,1
1193,-1,51.443,1.246,2.934,0.142,7.098,0.166,14.833,21.701,0.424,0.0943348656381064,0.00504279614351682,1,6
1194,1,51.741,1.358,3.502,0.181,7.41,0.126,14.535,21.186,0.267,0.0946082965186057,0.0239611248236953,1,6
1195,1,51.717,0.724,2.735,0.181,8.452,0.182,16.142,18.846,0.302,0.0767388995785065,0.00403656287295215,1,2
1196,1,51.597,1.033,2.895,0.239,6.407,0.096,16.483,20.874,0.225,0.0977064829591936,0.00509734653256528,1,3
1197,-1,50.387,1.499,4.287,0.042,7.554,0.085,13.729,21.426,0.438,0.121236549780024,0.00246548871094921,0,4
1198,-1,44.775,3.191,9.469,0.278,6.874,0.087,11.904,22.904,0.409,0.320298616237998,0.032108280172358,0,7
1199,1,46.133,3.076,6.485,0.142,6.935,0.051,11.977,23.535,0.546,0.248116151859231,0.0482518001633138,0,7
1200,1,48.484,2.345,4.952,0.058,7.145,0.132,12.674,22.362,0.473,0.167688767857175,0.0356857613812089,0,1
1201,1,52.444,1.114,1.314,0.829,3.675,0.037,16.184,23.359,0.386,0.064190602184266,0.00369418402057579,1,5
1202,1,50.35,1.582,4.087,0.425,6.868,0.093,14.173,21.897,0.392,0.130878708022894,0.0341580531755889,0,4
1203,1,47.954,2.764,4.301,0.001,6.485,0.069,13.113,23.573,0.452,0.183452430880181,0.0312466095258761,0,1
1204,1,49.456,2.054,4.088,0.111,7.318,0.27,12.8,22.393,0.393,0.1388836383817,0.0408540440640047,0,1
1205,1,48.755,2.273,4.354,0.135,6.544,0.044,13.131,23.797,0.422,0.169499158050884,0.0270333803479078,0,1
1206,1,51.586,0.817,3.111,0.395,6.257,0.121,15.21,21.271,0.281,0.0837490845077151,0.0325185921271958,1,6
1207,1,49.31,1.839,4.909,0.685,6.995,0.077,13.606,21.826,0.42,0.161031807935714,0.0153274530029682,0,4
1208,1,51.862,1.605,1.728,0.001,5.812,0.077,14.369,23.598,0.575,0.0718526968911277,0.0143951841565731,1,0
1209,1,51.924,1.46,1.444,0.035,5.734,0.096,14.177,23.985,0.56,0.0636920414257014,0.0116153654691778,1,0
1210,1,51.963,1.002,2.668,0.178,6.117,0.099,15.887,21.333,0.322,0.0803088244214363,0.00427802099170223,1,3
1211,1,52.289,0.814,2.664,0.434,6.399,0.125,15.548,20.604,0.299,0.0638662627023119,0.00701293922855216,1,3
1212,1,52.903,0.733,2.407,0.26,7.049,0.087,16.817,19.909,0.261,0.0656181537859251,0.00674337465666988,1,3
1213,1,49.821,1.23,3.998,0.499,5.895,0.016,15.48,21.331,0.253,0.134853097897384,0.00409720642431412,1,4
1214,1,50.737,1.653,2.463,0.009,5.453,0.022,14.082,23.478,0.572,0.092924217425979,0.0166230102760427,1,0
1215,1,50.817,1.902,2.93,0.024,5.948,0.128,13.827,23.471,0.585,0.107553138616184,0.0271161524861439,1,0
1216,1,52.714,1.004,2.248,0.444,6.733,0.111,14.958,21.711,0.324,0.0600316946166131,0.0150191416481967,1,3
1217,1,52.603,1.193,2.365,0.535,5.988,0.082,15.182,22.67,0.282,0.0765055442839568,0.0289283555453211,1,0
1218,1,50.104,1.692,3.429,0.132,7.194,0.13,13.719,22.864,0.349,0.125776075401753,0.0273819366762317,0,4
1219,1,46.884,1.8405,8.732,0.5415,6.6325,0.123,13.55,20.106,0.779,0.250315777598183,0.0181786731245177,0,7
1220,1,50.803,1.101,3.907,1.12,6.345,0.116,14.702,21.806,0.312,0.124064053246586,0.0292806770098731,1,4
1221,1,47.591,2.59,5.404,0.179,6.287,0.12,12.608,23.705,0.53,0.203081172118172,0.0330811642518272,0,1
1222,1,48.524,2.416,4.161,0.075,6.376,0.068,13.288,23.631,0.439,0.169738745699597,0.0308533145275035,0,1
1223,1,45.47,3.819,8.448,0.154,6.224,0.09,11.531,23.045,0.5,0.288955710936567,0.0426657263751763,0,7
1224,1,46.558,2.714,5.932,0.062,7.112,0.093,12.424,23.732,0.49,0.234298370697067,0.0229494872223949,0,7
1225,-1,52.378,0.82,2.815,0.188,6.741,0.092,15.649,20.729,0.435,0.0709492408095891,0.00301638062254744,1,3
1226,-1,51.128,1.095,4.687,0.324,7.167,0.125,14.687,20.377,0.441,0.116053501567266,0.00786266130560175,1,6
1227,1,49.943,2.176,3.664,0.001,6.151,0.101,13.533,24.281,0.48,0.144986741833678,0.015629169366828,0,1
1228,1,49.463,1.419,4.872,0.594,6.646,0.037,14.095,22.173,0.394,0.158003557597065,0.0215361902376653,0,4
1229,1,50.587,0.987,3.483,0.992,5.644,0.156,14.881,22.312,0.332,0.117811458011953,0.0231701109952781,1,4
1230,-1,50.918,1.467,3.316,0.513,8.419,0.135,14.397,20.65,0.316,0.109001397680228,1e-07,1,6
1231,1,50.423,1.915,2.759,0.039,5.623,0.108,13.956,22.971,0.679,0.103845981095757,0.0288833016495983,1,0
1232,1,52.268,1.454,2.113,0.037,5.601,0.063,14.171,23.923,0.726,0.0729948239051508,0.0174625562495802,1,0
1233,1,50.579,1.419,4.826,0.001,7.181,0.13,13.86,21.612,0.469,0.129699553566537,0.0166985694136611,0,4
1234,1,50.117,1.515,3.345,0.18,5.269,0.048,13.979,23.848,0.479,0.120169191057637,0.0380818053596615,0,0
1235,1,50.377,1.786,2.706,0.005,6.611,0.068,13.534,23.993,0.585,0.114301082758237,0.0278275454580109,0,0
1236,1,51.899,0.877,2.329,0.495,6.451,0.094,16.041,21.105,0.27,0.0787767289968366,0.00963554301833569,1,3
1237,1,52.806,0.414,2.888,0.88,3.694,0.018,16.633,22.881,0.234,0.0803994277743723,0.0337152304099517,1,5
1238,1,52.712,1.11,0.804,0.007,5.494,0.132,15.393,23.396,0.348,0.0429253405256569,0.00278723101409143,1,0
1239,1,46.888,2.537,6.511,0.233,6.762,0.088,13.602,22.097,0.367,0.235228367400395,0.00317678949224259,0,7
1240,1,49.185,1.772,4.007,0.026,6.994,0.087,12.996,23.916,0.496,0.150349044720564,0.0234349571444071,0,1
1241,1,48.989,1.766,4.973,0.343,7.229,0.124,12.662,22.738,0.595,0.16068500735445,0.0316655981536094,0,1
1242,1,50.803,1.28,4.381,0.296,6.186,0.122,15.302,21.702,0.35,0.133434037186161,0.00458283606379516,1,4
1243,1,52.705,1.298,1.496,0.013,5.354,0.091,14.634,23.86,0.532,0.054170136821865,0.00925599435825106,1,0
1244,1,50.229,1.757,2.751,0.018,5.837,0.07,13.993,23.735,0.631,0.114569998157027,0.0232722143864598,0,0
1245,-1,51.045,1.02,3.289,0.247,6.814,0.204,15.114,20.967,0.371,0.0974268409895755,1e-07,1,6
1246,1,51.026,1.608,1.994,0.006,5.863,0.108,14.049,23.84,0.685,0.0885130985922697,0.0110014104372355,1,0
1247,1,48.534,2.235,4.14,0.046,6.942,0.079,13.104,23.701,0.537,0.170354129970745,0.0249177244945933,0,1
1248,1,54.007,0.508,2.192,0.422,4.529,0.03,17.268,21.523,0.187,0.0473360128157545,0.0425711748419788,1,5
1249,-1,47.172,2.441,6.158,0.103,7.28,0.114,13.44,22.02,0.464,0.223769739263812,0.0592876607282238,0,7
1250,1,51.231,0.87,2.407,0.275,9.271,0.077,16.499,18.749,0.27,0.092121005523091,0.00965561824165491,1,2
1251,1,49.959,1.506,3.954,0.301,8.068,0.103,13.908,21.886,0.32,0.136817034901467,0.027706954540523,0,4
1252,1,51.228,0.846,2.814,1.197,7.997,0.075,15.903,19.751,0.355,0.103661793538942,0.0135300260388413,1,2
1253,1,51.926,0.921,2.862,0.616,4.971,0.075,13.997,22.736,0.773,0.0684089376237844,0.0196974855308594,1,0
1254,1,51.952,1.746,1.867,0.027,6.016,0.085,14.106,23.973,0.522,0.0784431746867049,0.0449576868829337,1,0
1255,1,51.944,0.996,2.95,0.388,6.355,0.052,15.075,21.673,0.374,0.0818404805420352,0.00574354571656344,1,6
1256,-1,49.805,2.284,4.349,0.029,7.905,0.15,13.392,22.02,0.469,0.149936020017482,1e-07,0,1
1257,1,48.623,2.356,3.961,0.082,6.656,0.101,13.158,23.867,0.364,0.166290401558736,0.0237792724008906,0,1
1258,1,48.014,2.532,5.488,0.001,7.639,0.086,12.869,22.649,0.434,0.198478236970071,0.0516013622759641,0,1
1259,1,48.939,2.353,4.632,0.028,7.443,0.102,12.77,22.591,0.467,0.160796804799429,0.0443280274027806,0,1
1260,1,45.79,4.023,8.554,0.156,6.687,0.036,11.525,22.959,0.474,0.291675172740349,0.0589985895627644,0,7
1261,1,49.04,2.024,4.079,0.106,7.27,0.067,13.074,22.324,0.401,0.142397692963449,0.0269746121297602,0,1
1262,1,49.738,2.003,3.821,0.067,7.45,0.158,13.978,21.996,0.378,0.14030068597463,0.00270856840620592,0,4
1263,1,48.798,2.433,4.384,0.064,6.949,0.071,12.863,23.826,0.533,0.172258671393666,0.025142576807506,0,1
1264,1,52.397,1.026,2.182,0.102,8.4,0.156,14.83,20.736,0.26,0.0599961641791722,0.0108558891351557,1,3
1265,1,47.637,2.898,4.645,0.103,6.91,0.11,13.048,23.867,0.57,0.207327346401997,0.0240859281761962,0,1
1266,1,49.723,2.037,3.248,0.032,6.207,0.097,13.632,23.753,0.635,0.134769253209089,0.0297758971947971,0,0
1267,1,53.833,0.513,2.322,0.501,4.931,0.043,17.101,21.413,0.185,0.053570749734374,0.025583955416423,1,5
1268,1,52.185,0.982,2.6,0.745,6.683,0.132,14.684,22.06,0.384,0.0784408942139392,0.0235588516311024,1,6
1269,1,51.988,0.926,2.372,0.451,5.77,0.01,16.984,20.747,0.203,0.0823895618692452,0.00437415216551526,1,3
1270,-1,51.685,1.014,2.669,0.113,6.638,0.104,14.719,22.278,0.353,0.0802695182103363,0.00485939703808181,1,6
1271,1,49.616,1.753,4.904,0.536,7.574,0.103,13.834,21.55,0.358,0.158409275414317,0.0189346497414198,0,4
1272,1,51.439,0.925,2.738,0.375,6.441,0.067,16.328,20.585,0.208,0.090058832820314,0.00412372486633647,1,3
1273,1,50.171,1.43433333333333,4.15133333333333,0.578,6.569,0.124333333333333,14.8396666666667,21.907,0.35,0.142729721225046,0.0512637062650712,1,4
1274,1,51.833,0.92,3.041,0.208,6.754,0.163,15.124,20.889,0.399,0.0777168325106594,0.00870615214457489,1,6
1275,-1,49.63,2.306,4.463,0.001,7.803,0.187,13.397,22.065,0.407,0.154027130873543,0.00309553856432336,0,1
1276,1,51.82,0.988,2.86,0.15,7.003,0.167,15.779,20.697,0.259,0.084595400330435,0.00338686278460608,1,3
1277,1,47.381,2.554,5.391,0.065,7.062,0.118,12.464,22.601,0.491,0.19521850341396,0.0263459030790111,0,7
1278,1,50.896,1.752,3.429,0.05,6.894,0.151,13.854,23.127,0.4,0.118156705032817,0.036476825057147,1,0
1279,1,50.21,0.976,3.727,0.661,5.666,0.049,15.038,22.169,0.203,0.122102204200926,0.0671947410840218,1,4
1280,1,49.926,1.441,4.797,0.524,6.872,0.081,13.924,21.607,0.452,0.142725793148493,0.0158562183688708,0,4
1281,1,51.626,0.931,3.49,0.267,6.481,0.118,15.133,20.837,0.44,0.0876970494941405,0.0256049549273318,1,6
1282,-1,51.94,1.106,3.02,0.154,6.78,0.125,14.864,22.166,0.392,0.0903784304886048,0.00289228901465784,1,6
1283,1,51.01,1.73,2.382,0.024,5.931,0.063,13.812,23.929,0.412,0.0933525078208477,0.0222700616138371,1,0
1284,1,53.119,0.513,2.471,0.329,3.832,0.05,17.057,22.611,0.174,0.0667951215849398,0.0392532518414042,1,5
1285,1,53.636,1.062,0.677,0.195,4.147,0.082,16.2,23.33,0.26,0.0284696915407741,0.00370112834978843,1,5
1286,1,51.441,0.954,2.614,0.686,6.815,0.193,14.855,21.345,0.308,0.0827886747335178,0.0234120827456512,1,6
1287,1,49.549,1.366,4.653,0.921,5.553,0.103,13.214,22.827,0.642,0.142285490378913,0.0133810712089979,0,4
1288,1,50.8,0.957,3.411,0.602,5.354,0.107,15.843,21.816,0.369,0.115018701466661,0.00227093334713578,1,6
1289,1,51.585,0.996,2.503,0.442,8.646,0.122,16.897,18.779,0.271,0.095571073619336,0.00753022365504735,1,2
