,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
1913,1,48.594,1.827,5.45,0.301,6.586,0.046,14.383,21.951,0.372,0.186707348627066,0.00662860002729879,0,4
1914,1,50.911,2.084,2.788,0.049,5.727,0.063,13.813,23.854,0.552,0.108250149537526,0.0163792711224351,1,0
1915,-1,51.948,0.613,2.828,0.221,6.626,0.125,16.22,20.194,0.353,0.074649842438361,0.0052417742037345,1,3
1916,-1,52.308,0.298,2.077,0.342,3.844,0.106,17.885,23.362,0.21955,0.0885365894539301,0.0175556259175038,1,5
1917,1,50.023,1.796,4.918,0.355,6.475,0.053,13.508,22.619,0.495,0.149500031741398,0.0578812668290807,0,4
1918,-1,51.497,1.059,4.34,0.469,5.947,0.112,15.276,20.128,0.47,0.100853903891564,0.00178004412136993,1,6
1919,-1,50.035,1.471,4.105,0.304,6.764,0.066,13.991,22.388,0.394,0.133440290633305,0.00482369534555712,0,4
1920,1,48.361,2.696,4.574,0.015,6.682,0.055,12.812,24.074,0.439,0.184696537836455,0.0279266572637518,0,1
1921,1,48.855,2.335,5.153,0.051,7.128,0.043,12.803,22.806,0.457,0.172093829848374,0.0232489654210388,0,1
1922,-1,51.971,0.296,2.512,1.415,3.123,0.075,17.365,23.062,0.21955,0.0963716626512925,0.0229246423534153,1,5
1923,1,51.272,1.314,3.66,0.155,7.071,0.161,14.436,21.782,0.336,0.106033984829569,0.0250889485417899,1,6
1924,1,51.761,0.776,3.458,0.692,4.517,0.026,16.046,22.101,0.294,0.098252549381695,0.0508193968701726,1,5
1925,1,53.317,0.477,2.662,0.214,7.965,0.151,17.968,16.938,0.34,0.0536708522730178,0.00794591515677552,1,2
1926,1,47.994,2.44,5.203,0.073,6.781,0.096,12.492,23.513,0.443,0.188183197233764,0.0402321440958172,0,1
1927,1,52.762,1.359,0.874,0.011,4.966,0.092,15.767,23.393,0.348,0.0496123535699184,0.00464699890299326,1,5
1928,-1,52.033,0.967,2.901,0.128,7.205,0.134,15.327,21.05,0.342,0.0813061728355673,0.00442077342483633,1,6
1929,1,50.775,1.737,3.343,0.263,7.052,0.058,13.157,22.514,0.355,0.100821523934099,0.0219862274952294,0,4
1930,1,52.68,0.642,2.44,0.221,7.506,0.189,17.524,17.437,0.291,0.0539972670827049,0.00789061275662122,1,2
1931,1,51.89,1.506,2.238,0.03,5.659,0.079,14.099,23.802,0.593,0.0775361751166836,0.0166811326895953,1,0
1932,1,50.597,1.562,2.802,0.459,8.155,0.147,14.454,21.444,0.343,0.112503998378481,0.00200282087447109,1,6
1933,1,52.452,1.34,1.928,0.01,5.891,0.076,14.236,23.576,0.469,0.0611877073972611,0.0211565585331453,1,0
1934,1,49.958,1.893,3.479,0.001,6.008,0.097,13.649,24.342,0.456,0.137288326940394,0.0155562930390774,0,0
1935,-1,47.799,2.401,6.177,0.321,7.008,0.082,13.344,21.743,0.541,0.209664772068379,1e-07,0,7
1936,1,51.26,1.106,3.258,0.204,5.806,0.083,15.892,21.455,0.351,0.102972968377011,0.00636711666330848,1,6
1937,1,48.445,2.278,4.024,0.018,6.761,0.047,13.061,23.867,0.442,0.167569471256011,0.0299446674622979,0,1
1938,1,49.589,2.219,3.711,0.056,7.588,0.076,13.519,22.309,0.429,0.14096075981092,0.0153133185573242,0,1
1939,-1,51.48,1.065,3.48,0.319,6.496,0.133,15.673,20.934,0.416,0.104094066302599,1e-07,1,6
1940,1,50.17,1.993,3.096,0.05,5.864,0.066,13.148,23.83,0.636,0.114000198165296,0.0186177715091678,0,0
1941,1,50.023,1.793,3.666,0.12,7.614,0.088,13.574,22.36,0.356,0.128599853172924,0.0554100342534757,0,4
1942,1,50.945,1.78,2.508,0.031,6.403,0.096,13.731,23.798,0.528,0.101088747281148,0.0254963654117392,1,0
1943,-1,51.882,1.197,2.851,0.113,7.122,0.158,15.1,21.581,0.41,0.0885471710491239,0.00183970074201263,1,6
1944,-1,50.531,0.61,4.032,0.788,4.871,0.045,16.11,22.552,0.21955,0.133028168333899,0.0255176304654443,1,5
1945,1,53.154,0.649,2.515,0.287,4.916,0.045,16.362,22.833,0.239,0.0714641833482579,0.0344227281885956,1,5
1946,1,51.938,1.67,2.424,0.023,5.331,0.049,14.16,24.021,0.59,0.0841978862086492,0.0177786206160885,1,0
1947,-1,50.676,1.203,4.157,0.367,7.457,0.109,14.58,20.436,0.368,0.114808038017804,0.00576997050903962,1,6
1948,-1,51.362,0.99,3.315,0.042,7.823,0.194,15.34,19.881,0.472,0.0914544134856536,0.00650971031789085,1,2
1949,1,49.927,1.664,4.548,0.49,7.658,0.086,14.145,21.439,0.3,0.149377926212437,0.0155096807282985,0,4
1950,1,47.951,2.619,5.593,0.06,7.363,0.088,12.729,22.848,0.491,0.201393120600461,0.0213792591492836,0,1
1951,1,51.343,1.164,2.951,0.291,6.579,0.081,15.187,21.793,0.268,0.0962493631652905,0.00535242848359915,1,6
1952,1,51.184,1.952,2.959,0.031,5.821,0.092,13.85,24.029,0.586,0.109937854283083,0.0242780179888552,1,0
1953,1,51.311,1.658,2.221,0.001,5.654,0.111,14.065,23.903,0.522,0.0874054210206199,0.0323959802538787,1,0
1954,1,48.56989,2.44824,5.24089,0.0505,7.26897,0.0606,12.56743,22.79873,0.44844,0.177379778960923,0.0139589664548587,0,1
1955,0,51.78,0.4235,1.9595,0.353,8.013,0.1595,15.603,20.485,0.346,0.0638959848748388,0.0089418280642609,1,3
1956,0,51.329,0.451,2.033,0.471,8.359,0.148,15.261,20.309,0.387,0.0689798467098226,0.0070397218486568,1,2
1957,0,51.484,0.4375,2.074,0.3525,8.1285,0.1885,15.7055,20.328,0.3395,0.0718902863720567,0.00928537846732487,1,3
1958,0,52.092,0.366,1.898,0.279,6.932,0.132,16.273,21.125,0.321,0.0653525460976785,0.00444714638323595,1,3
1959,0,52.842,0.1975,1.556,0.6545,5.084,0.1035,16.7305,21.939,0.3355,0.0505627477127,0.0213928067700987,1,5
1960,0,51.591,0.3795,2.655,0.1045,8.238,0.1835,15.224,20.337,0.4285,0.0716560975702203,0.0288152327221439,1,6
1961,0,52.753333,0.2596667,1.727666,0.274666,5.887,0.139333,16.3666,21.775,0.343333,0.0509066628184067,0.00776516220028209,1,3
1962,0,52.353,0.2895,2.1685,0.325,6.439,0.151,16.1741,21.418,0.383,0.0650179526425085,0.00844207714006727,1,3
1963,0,52.463,0.477,2.235,0.349,8.467,0.202,14.753,20.9,0.302,0.0564657285205064,0.00848504574879751,1,3
1964,0,52.147,0.505,2.576,0.036,7.037,0.107,14.961,22.099,0.259,0.0669016620131626,0.00571096886188565,1,6
1965,0,51.605,0.563,2.695,0.091,8.333,0.193,14.286,20.81,0.344,0.0651518315462685,0.0116178544760641,1,6
1966,0,52.241,0.68,2.476,0.001,8.564,0.192,14.534,20.944,0.31,0.0605920537172342,0.0259304384359151,1,6
1967,0,52.113,0.756,1.98,0.054,8.014,0.197,15.57,20.469,0.391,0.0617920668266803,0.025779847796773,1,3
1968,0,52.43,0.585,2.618,0.126,7.604,0.134,14.029,22.273,0.265,0.0584605027389258,0.0182600554447741,1,6
1969,0,52.432,0.586,2.814,0.001,8.315,0.206,14.675,21.235,0.271,0.0668857276444974,0.0190204435902602,1,6
1970,0,52.117,0.385,2.634,0.174,8.002,0.157,14.918,20.846,0.271,0.0617882559656704,0.014081513545061,1,6
1971,0,52.473,0.386,1.829,0.075,8.848,0.209,15.68,19.916,0.276,0.0495195677862985,0.00875881523272214,1,2
1972,0,52.745,0.31,2.268,0.14,7.268,0.141,15.588,21.484,0.337,0.0576394418149215,0.0227584122506548,1,3
1973,0,51.142,0.808,3.342,0.198,8.006,0.14,14.227,21.662,0.261,0.0957599832286364,0.0134273624823695,1,6
1974,0,53.628,0.432,1.78,0.052,7.923,0.17,15.073,21.131,0.168,0.0278561920519196,0.0250634696755994,1,3
1975,0,51.366,0.536,2.864,0.079,7.292,0.106,14.075,22.882,0.246,0.0817109189558178,0.0247826881888941,1,6
1976,0,52.18,0.378,2.4,0.001,8.582,0.191,14.722,20.599,0.266,0.0528246309343374,0.01739933572956,1,3
1977,0,51.922,0.619,2.763,0.289,7.378,0.147,15.44,20.03,0.402,0.0670163186447139,0.0159350326436247,1,3
1978,0,53.145,0.359,2.512,0.718,5.975,0.163,16.275,20.3,0.254,0.0498994050505013,0.020346996344377,1,3
1979,0,54.1,0.362,1.852,0.482,6.408,0.097,16.11,19.84,0.349,0.0167761236049175,0.0165718872850584,1,3
1980,0,53.036,0.501,1.935,0.028,8.412,0.21,15.058,20.223,0.41,0.0359902313767326,0.0304895806432388,1,3
1981,0,54.594,0.159,1.734,0.428,4.892,0.154,15.599,22.146,0.402,0.00992398056286214,0.0180362803558212,1,5
1982,0,53.218,0.538,2.821,0.469,7.189,0.139,15.484,20.61,0.355,0.058339504790609,0.0202343470715553,1,3
1983,0,51.665,0.531,2.605,0.325,7.141,0.175,15.38,20.414,0.335,0.0669507199732902,0.0162279743340154,1,3
1984,0,51.777,0.48,3.172,0.404,7.382,0.18,14.882,20.473,0.444,0.0743605792317181,0.0175314635998698,1,6
1985,0,52.192,0.544,3.049,0.472,6.553,0.098,15.739,20.282,0.364,0.0703885640417974,0.0198875496858572,1,3
1986,0,53.509,0.274,1.571,0.477,5.953,0.184,16.234,20.476,0.316,0.0226232387258383,0.0226428262872191,1,3
1987,0,52.485,0.469,2.434,0.303,7.301,0.174,15.115,20.265,0.362,0.0463178187411395,0.0213599344829155,1,3
1988,0,52.217,0.488,2.437,0.304,7.398,0.18,15.022,20.781,0.431,0.0572311929951197,0.0228904579371218,1,3
1989,0,53.1295,0.483,2.573,0.264,7.3815,0.1735,15.421,20.2555,0.405,0.0475840714473261,0.0242997962701771,1,3
1990,0,52.862,0.4,2.885,0.557,6.649,0.183,14.636,20.898,0.381,0.046709690897053,0.0210506973828553,1,3
1991,0,52.1935,0.5385,2.718,0.5015,7.371,0.1925,14.9925,20.4705,0.4135,0.0622171835674179,0.0182734408536211,1,3
1992,0,52.909,0.247,2.641,0.335,6.671,0.129,14.798,21.273,0.488,0.0438546239611175,0.0152807777553899,1,3
1993,0,52.803,0.292,2.407,0.761,5.682,0.122,15.603,21.031,0.293,0.0459881615314779,0.0182326746010364,1,3
1994,0,52.544,0.542,2.587,0.343,7.171,0.14,15.348,20.81,0.347,0.0602293365608424,0.0164891139889729,1,3
1995,0,51.992,0.571,2.622,0.243,7.52,0.218,15.325,19.837,0.298,0.0580762848075329,0.0170517107494334,1,3
1996,0,50.779,0.725,3.25,0.31,7.509,0.179,14.955,20.549,0.364,0.0941705608603349,0.0165180452999253,1,6
1997,0,51.747,0.451,2.308,0.168,7.998,0.218,14.437,21.665,0.46,0.0664133217306022,0.0129735635810259,1,6
1998,0,51.781,0.53,2.073,0.15,8.704,0.222,15.191,19.888,0.376,0.0586996501832604,0.0227237656216981,1,2
1999,0,51.99,0.46,2.309,0.236,7.768,0.2,14.61,21.253,0.371,0.0588742703617309,0.0090119791865208,1,6
2000,0,51.472,0.464,2.422,0.204,8.054,0.22,14.678,21.049,0.368,0.0689615898719071,0.00957089167154013,1,6
2001,0,51.414,0.599,2.496,0.049,8.694,0.246,14.676,20.653,0.424,0.0731040709641924,0.0119619749907706,1,6
2002,0,52.17,0.535,2.272,0.001,8.48,0.26,14.612,21.297,0.363,0.0616930884803946,0.0195897884344147,1,6
2003,0,52.488,0.265,2.326,0.227,7.803,0.234,15.392,20.953,0.372,0.0601157815360251,0.0135268178194529,1,3
2004,0,52.513,0.359,2.196,0.213,8.632,0.198,15.127,20.468,0.386,0.0544429942080429,0.0107235332505315,1,3
2005,0,51.702,0.579,2.299,0.047,8.343,0.091,14.342,21.511,0.444,0.0662294504610161,0.0105964768658704,1,6
2006,0,52.702,0.495,1.882,0.037,8.676,0.241,15.046,20.845,0.37,0.0492938711659006,0.0150370725016498,1,3
2007,0,52.27,0.462,1.841,0.16,7.388,0.135,15.12,21.415,0.621,0.0534599786895511,0.012242108846846,1,3
2008,0,52.091,0.52,2.321,0.198,8.398,0.223,14.697,21.468,0.418,0.0693897323821842,0.0186946595467941,1,6
2009,0,52.08,0.465,2.327,0.312,7.635,0.198,15.391,21.102,0.494,0.070297863995433,0.0138192212536706,1,3
2010,0,51.974,0.452,1.809,0.001,8.511,0.198,14.481,21.028,0.42,0.0472351316447166,0.00902806327360585,1,6
2011,0,52.151,0.504,2.437,0.189,7.692,0.188,14.716,21.444,0.399,0.0623468159809903,0.0137796748571004,1,6
2012,0,52.414,0.533,2.399,0.033,8.628,0.288,14.731,21.242,0.379,0.0644966844007355,0.0224312411847673,1,6
2013,0,53.299,0.198,1.546,0.296,10.063,0.268,17.911,16.659,0.291,0.0435060834424679,0.017065693296518,1,2
2014,0,52.787,0.394,1.973,0.229,7.969,0.181,15.176,21.361,0.386,0.0525170142851743,0.0128319564779367,1,3
2015,0,52.118,0.535,2.314,0.169,7.464,0.204,15.096,21.693,0.414,0.0691933836668313,0.0152319900830157,1,3
2016,0,53.141,0.158,1.71,0.139,8.025,0.211,15.087,21.498,0.381,0.0377465407728457,0.0206191498910117,1,3
2017,0,52.574,0.409,2.111,0.33,6.828,0.296,15.039,21.004,0.456,0.0434607811569787,0.0149901512572346,1,3
2018,0,52.583,0.417,2.011,0.166,8.31,0.149,15.227,21.048,0.34,0.0554362626916711,0.0281969152372719,1,3
2019,0,51.984,0.499,2.78,0.177,7.611,0.204,15.095,21.044,0.463,0.0738004877537384,0.0191020727295027,1,6
2020,0,52.349,0.431,2.482,0.211,7.132,0.146,14.735,21.818,0.436,0.0597185103613906,0.0263458705532048,1,6
2021,0,52.385,0.368,2.333,0.307,7.244,0.208,14.839,21.58,0.45,0.0568709183769356,0.0110959491848067,1,3
2022,0,52.823,0.405,1.734,0.004,8.337,0.235,15.105,21.199,0.354,0.0448526694236753,0.0117099449836072,1,3
2023,0,52.456,0.344,2.438,0.239,7.902,0.257,15.226,21.234,0.43,0.0660877863794196,0.0166441179289852,1,3
2024,0,52.168,0.421,2.305,0.244,8.544,0.162,16.02,19.423,0.394,0.0644266826766604,0.0237914259789962,1,2
2025,0,52.079,0.483,2.421,0.079,7.856,0.226,15.379,20.454,0.395,0.0634463459444445,0.0143642042020039,1,3
2026,0,53.029,0.384,2.23,0.368,7.8595,0.1855,14.313,21.2985,0.3705,0.039199827112208,0.00945408243222065,1,3
2027,0,52.836,0.362,2.228,0.2595,9.0735,0.2545,15.3595,18.589,0.3205,0.0357998440864982,0.0161033537063156,1,2
2028,0,52.585,0.211,1.916,0.4,7.538,0.174,15.465,20.307,0.33,0.0394856686975298,0.010812490205297,1,3
2029,0,53.4695,0.3595,1.879,0.155,7.962,0.1945,14.8465,20.992,0.2515,0.0278649935473705,0.0136390345157942,1,3
2030,0,52.5605,0.398,2.153,0.391,8.4055,0.1725,14.451,20.279,0.37,0.0388385235901274,0.018658966921255,1,3
2031,0,53.46,0.571,2.538,0.449,8.102,0.166,14.893,19.784,0.316,0.0375100030287674,0.0153112010006121,1,3
2032,0,52.702,0.228,1.677,0.178,7.714,0.229,15.803,20.728,0.317,0.0442435009275544,0.0250888575458392,1,3
2033,0,52.375,0.47,1.931,0.001,8.4,0.308,15.317,20.439,0.348,0.0511686542690672,0.0216142004021247,1,3
2034,0,52.272,0.47,1.93,0.043,8.425,0.317,15.324,21.101,0.303,0.0624273788253056,0.0143684168507332,1,3
2035,0,52.896,0.15,1.613,0.484,7.074,0.159,15.606,21.152,0.428,0.0397414881263574,0.0242387849188472,1,3
2036,0,52.072,0.428,2.112,0.048,7.515,0.165,14.923,21.38,0.435,0.0548669653562017,0.0118862918933441,1,3
2037,0,51.972,0.513,2.064,0.001,8.867,0.258,15.276,19.963,0.381,0.0584578598522929,0.0211178161432576,1,2
2038,0,51.46875,0.4825,2.36575,0.1395,8.47625,0.30575,14.733,20.48,0.435,0.0666160895886037,0.0245747946569319,1,6
2039,0,52.153,0.426333333333333,2.03333333333333,0.112,8.50533333333333,0.242,15.195,20.609,0.366333333333333,0.057776552907614,0.0183802183401264,1,3
2040,0,51.575,0.518,2.166,0.001,7.798,0.207,14.424,21.302,0.494,0.0571291744098463,0.0212471776121842,1,6
2041,0,52.628,0.156,2.191,0.134,6.559,0.145,16.023,21.594,0.293,0.0570122450541271,0.0168968330763932,1,3
2042,0,52.255,0.456,2.498,0.143,8.182,0.184,15.049,20.978,0.407,0.0664094117402823,0.011858689211407,1,3
2043,0,52.512,0.588,2.447,0.088,8.39,0.256,14.695,20.792,0.389,0.0566755725520407,0.0192284385937418,1,3
2044,0,51.95,0.489,2.336,0.094,8.479,0.15,15.106,20.393,0.411,0.0622861896506488,0.0363555696771494,1,3
2045,0,52.188,0.508,2.187,0.036,7.896,0.161,15.037,21.094,0.366,0.0583407100879159,0.0152166506928721,1,3
2046,0,52.049,0.601,2.343,0.161,8.957,0.235,15.324,19.958,0.369,0.068224561369614,0.0248920231938568,1,2
2047,0,52.354,0.316,2.792,0.301,5.845,0.136,16.214,21.151,0.401,0.0700703899764388,0.0291883442630102,1,3
2048,0,52.639,0.282,2.55,0.065,10.179,0.235,18.085,16.088,0.317,0.0684348094999883,0.0146439736524508,1,2
2049,0,51.92,0.475,2.593,0.074,8.246,0.249,14.455,21.409,0.396,0.0680185131816349,0.0149292204171333,1,6
2050,0,51.648,0.675,2.381,0.055,8.751,0.208,15.087,20.247,0.381,0.0714515130957725,0.0164777201453623,1,2
2051,0,52.245,0.534,2.349,0.123,8.835,0.183,15.586,19.737,0.406,0.06447173576023,0.0184224695974971,1,2
2052,0,52.189,0.552,2.153,0.033,8.417,0.262,14.788,20.948,0.401,0.0580136638955424,0.0141676461369691,1,3
2053,0,52.398,0.539,1.987,0.01,8.925,0.223,15.121,20.759,0.447,0.0606248288992424,0.0178802378104301,1,3
2054,0,52.143,0.546,2.176,0.041,7.967,0.231,14.685,21.203,0.404,0.0552882683307885,0.0155679574304398,1,6
2055,0,53.339,0.227,2.167,0.28,5.711,0.165,15.632,21.715,0.36,0.0368004248471612,0.0164542870157453,1,3
2056,0,53.893,0.223,1.817,0.353,8.696,0.267,14.82,19.534,0.388,0.0121472194029044,0.0130333980892567,1,3
2057,0,53.118333,0.2896667,2.3906667,0.2413333,7.933333,0.155,15.018667,20.08,0.3193333,0.0346981065174954,0.0154747465877846,1,3
2058,0,54.643,0.248,2.102,0.206,5.336,0.147,16.676,20.871,0.185,0.0202828845905758,0.00985465473549912,1,3
2059,0,53.734,0.327,1.791,0.345,8.739,0.193,15.613,18.821,0.267,0.0185664733280189,0.0078429125528914,1,2
2060,0,53.5152,0.2404,1.926,0.4346,7.3153,0.1632,16.419,19.023,0.28,0.0267091050115393,0.00962851721443719,1,3
2061,0,52.3425,0.5455,3.006,0.474,7.9895,0.213,13.916,20.002,0.5315,0.0492187969874773,0.0121082485210703,1,6
2062,0,54.005,0.205,2.287,0.3515,5.3275,0.0935,16.0725,21.469,0.289,0.0310704445406302,0.0200889906059558,1,5
2063,0,53.804,0.1776667,1.6623333,0.63633333,5.908333,0.1113333,16.289,20.529666,0.337,0.0222900392869811,0.0188446889654927,1,3
2064,0,54.372,0.094,1.675,0.371,6.376,0.181,15.619,20.872,0.352,0.00794031026402986,0.00998700913072526,1,3
2065,0,53.89,0.118,1.666,0.669,6.403,0.176,15.833,20.324,0.316,0.0153965802606781,0.0118426578906128,1,3
2066,0,52.457,0.509,1.79,0.206,8.521,0.216,14.454,20.528,0.349,0.0365551225587248,0.0177000624291891,1,3
2067,0,52.882667,0.231,1.8436667,0.557,9.4936667,0.2596667,16.059,17.641,0.323333,0.033579594065769,0.0210462669657102,1,2
2068,0,53.505,0.236,1.993,0.582,6.46,0.189,15.129,21.306,0.422,0.0299728669607786,0.012239415940253,1,3
2069,0,53.707,0.1385,1.803,0.5605,5.4885,0.116,16.749,19.9555,0.3735,0.0216084389737268,0.014053324144121,1,3
2070,0,54.0365,0.142,1.819,0.8805,5.4305,0.1105,16.647,20.5105,0.3505,0.0269908554456919,0.0120772140412479,1,3
2071,0,53.805667,0.211,1.5163333,0.3953333,6.7956667,0.17,15.607,20.816333,0.339,0.0170483735532407,0.0169790998846006,1,3
2072,0,52.935,0.129,2.4,0.232,8.37,0.2,14.652,20.492,0.328,0.0379363026973749,0.00926843441466855,1,3
2073,0,53.2115,0.2275,1.7795,0.4955,7.849,0.209,15.333,19.8355,0.3645,0.0261053635960518,0.0111942834808911,1,3
2074,0,53.473,0.188,2.3365,0.4435,6.6045,0.1555,16.0855,20.2955,0.3195,0.0385978808402567,0.0123940492981396,1,3
2075,0,52.52,0.334,2.208,0.2405,8.104,0.2305,14.683,20.583,0.378,0.0431391138013641,0.0126706819654633,1,3
2076,0,53.7675,0.135,1.773,0.4945,5.4515,0.1445,16.3035,21.048,0.3315,0.0248494685911493,0.0129750732342411,1,3
2077,0,53.080333,0.3383333,3.1016667,0.092,6.8683333,0.143333,15.011,20.874,0.3496667,0.0488761066912944,0.016198081319002,1,3
2078,0,54.116,0.2813333,1.6776667,0.491,6.221,0.1776667,16.247667,20.2793333,0.3173333,0.0178712400868453,0.00865963173354382,1,3
2079,0,54.0645,0.241,2.15,0.3725,5.969,0.102,15.5735,20.942,0.374,0.0200088127268976,0.0135103584708662,1,3
2080,0,53.173,0.2563333,1.849,0.4116667,8.32333333,0.2186667,14.613,20.224667,0.323,0.0233084445100475,0.0105707608201518,1,3
2081,0,51.66,0.43,2.43,0.65,5.31,0.17,17.18,21.38,0.34,0.092131228112178,0.0321,1,5
2082,0,52.08,0.39,2.16,0.77,4.65,0.15,17.14,20.87,0.39,0.0692754778129083,0.0379,1,5
2083,0,53.04,0.25,1.32,0.51,4.34,0.25,18.12,20.78,0.35,0.0458091433852166,0.0123,1,5
2084,0,51.91,0.43,2.31,0.65,4.93,0.19,17.23,21.07,0.31,0.0811096538101657,0.031,1,5
2085,0,53.12,0.25,1.35,0.53,4.38,0.06,17.74,21.26,0.23,0.0431661608634986,0.0379,1,5
2086,0,53.17,0.27,1.37,0.47,4.87,0.14,17.93,20.96,0.28,0.0472880560290736,0.0275,1,5
2087,0,52.32,0.31,3.32,1.17,4.33,0.15,17.85,19.35,0.64,0.0866925543584476,0.0325,1,5
2088,0,50.33,0.83,4.92,0.26,6.43,0.22,15.87,20.95,0.43,0.147571492753479,0.0574,1,4
2089,0,53.98,0.21,1.09,0.72,4.51,0.11,18.97,19.92,0.48,0.0371829970598732,0.0345,1,5
2090,0,53.23,0.21,2.42,0.49,5.0,0.09,18.19,19.64,0.5,0.0591486694933583,0.0328,1,5
2091,0,49.9,0.4,5.65,0.0403925925925926,8.39,0.18,13.98,21.45,0.27,0.148292747320472,0.081,0,4
2092,0,50.26,0.39,5.7,0.0101333333333333,8.48,0.24,13.85,21.47,0.28,0.143211814334834,0.0869,0,4
2093,0,50.69,0.44,5.34,0.0199851851851852,8.44,0.22,14.33,21.04,0.33,0.133800933379725,0.085,0,4
2094,0,50.66,0.63,4.87,0.177755555555556,6.39,0.14,14.83,22.98,0.3,0.141687025256129,0.078,1,4
2095,0,50.17,0.49,6.21,0.19562962962963,6.28,0.14,14.82,21.7,0.32,0.156738472676837,0.0944,0,4
2096,0,50.27,0.52,6.22,0.193096296296296,6.4,0.22,14.76,21.92,0.34,0.159752491432082,0.0823,0,4
2097,0,50.55,0.53,6.13,0.167762962962963,6.16,0.17,15.1,22.35,0.3,0.161523039317245,0.0974,0,4
2098,0,50.43,0.51,6.22,0.210266666666667,6.2,0.15,14.79,22.18,0.33,0.158528463754329,0.0909,0,4
2099,0,50.32,0.53,4.26,0.001,9.5,0.27,14.43,20.31,0.41,0.122489766013169,0.0293,1,6
2100,0,51.85,0.38,2.98,0.001,8.66,0.27,15.29,20.76,0.35,0.0841714432774059,0.0544,1,6
2101,0,51.79,0.36,2.95,0.001,9.39,0.36,15.7,20.4,0.39,0.095161148986378,0.053,1,2
2102,0,52.38,0.41,2.97,0.001,8.82,0.26,15.23,20.98,0.34,0.0805377578011712,0.0546,1,6
2103,0,51.56,0.93,4.43,0.160585185185185,6.55,0.16,15.23,22.2,0.35,0.124870347254133,0.0271,1,6
2104,0,52.58,0.65,3.0,0.109637037037037,6.19,0.19,14.34,22.51,0.33,0.0612270990486037,0.0295,1,0
